source,event,word,count,position
Super_Express,zamach_hebdo_end,prawo,30,10
Super_Express,zamach_hebdo_start,stonoga,68,1
Super_Express,zamach_hebdo_start,kaczynski,42,2
Super_Express,zamach_hebdo_start,polityk,40,3
Super_Express,zamach_hebdo_start,partia,39,4
Super_Express,zamach_hebdo_start,lepper,39,5
Super_Express,zamach_hebdo_start,zbigniew,38,6
Super_Express,zamach_hebdo_start,pis,36,7
Super_Express,zamach_hebdo_start,andrzej,33,8
Super_Express,zamach_hebdo_start,rzad,31,9
Super_Express,zamach_hebdo_start,szydlo,30,10
Super_Express,zamach_paryz_end,francja,93,1
Super_Express,zamach_paryz_end,szydlo,87,2
Super_Express,zamach_paryz_end,prawo,83,3
Super_Express,zamach_paryz_end,zamach,79,4
Super_Express,zamach_paryz_end,pis,76,5
Super_Express,zamach_paryz_end,paryz,75,6
Super_Express,zamach_paryz_end,rzad,74,7
Super_Express,zamach_paryz_end,minister,62,8
Super_Express,zamach_paryz_end,policja,61,9
Super_Express,zamach_paryz_end,mezczyzna,57,10
Super_Express,zamach_paryz_start,rzad,108,1
Super_Express,zamach_paryz_start,minister,91,2
Super_Express,zamach_paryz_start,pis,86,3
Super_Express,zamach_paryz_start,kaczynski,85,4
Super_Express,zamach_paryz_start,listopad,76,5
Super_Express,zamach_paryz_start,szydlo,75,6
Super_Express,zamach_paryz_start,sejm,66,7
Super_Express,zamach_paryz_start,warszawa,55,8
Super_Express,zamach_paryz_start,godzina,55,9
Super_Express,zamach_paryz_start,prawo,54,10
